u,0.1539491298527443,0.14563911332090326
want,0.041499330655957165,0.04226227470478558
day,0.03748326639892905,0.04226227470478558
see,0.025435073627844713,0.031696706028589185
back,0.029451137884872823,0.025896001657344105
take,0.022757697456492636,0.030868033975554175
tell,0.024096385542168676,0.027139009736896622
wait,0.025435073627844713,0.020095297286099028
hi,0.022757697456492636,0.02113113735239279
make,0.01740294511378849,0.026310337683861613
dear,0.0214190093708166,0.01885228920654651
friend,0.0214190093708166,0.017609281126993993
thank,0.0214190093708166,0.017194945100476488
ye,0.020080321285140562,0.016366273047441475
great,0.014725568942436412,0.019888129272840272
miss,0.013386880856760375,0.02113113735239279
give,0.012048192771084338,0.021338305365651542
wan,0.01606425702811245,0.016573441060700227
pl,0.013386880856760375,0.019059457219805263
na,0.013386880856760375,0.019059457219805263
last,0.01740294511378849,0.013673088875077687
year,0.01740294511378849,0.012222912782266417
tomorrow,0.013386880856760375,0.01595193702092397
use,0.01606425702811245,0.01305158483530143
look,0.01606425702811245,0.012222912782266417
someon,0.018741633199464525,0.008908224570126373
babe,0.012048192771084338,0.014916096954630205
even,0.009370816599732263,0.01740211311373524
pick,0.008032128514056224,0.017609281126993993
care,0.009370816599732263,0.016159105034182723
sent,0.013386880856760375,0.011808576755748913
shop,0.01740294511378849,0.0074580484773151025
im,0.009370816599732263,0.014708928941371453
minut,0.01606425702811245,0.007872384503832609
b,0.012048192771084338,0.011394240729231406
enjoy,0.01606425702811245,0.006629376424280091
co,0.006693440428380187,0.015123264967888957
keep,0.008032128514056224,0.013465920861818935
us,0.0107095046854083,0.010565568676196395
could,0.009370816599732263,0.011187072715972654
x,0.013386880856760375,0.006629376424280091
would,0.00535475234270415,0.0145017609281127
best,0.012048192771084338,0.007665216490573856
guy,0.008032128514056224,0.01160140874249016
xxx,0.014725568942436412,0.004764864304951316
girl,0.012048192771084338,0.00725088046405635
first,0.008032128514056224,0.010979904702713901
place,0.006693440428380187,0.012015744769007665
speak,0.013386880856760375,0.005179200331468821
talk,0.006693440428380187,0.01160140874249016
may,0.009370816599732263,0.00870105655686762
cant,0.00535475234270415,0.012430080795525171
part,0.013386880856760375,0.00435052827843381
buy,0.004016064257028112,0.013465920861818935
also,0.004016064257028112,0.013465920861818935
life,0.004016064257028112,0.01305158483530143
tonight,0.00535475234270415,0.01160140874249016
fun,0.012048192771084338,0.0045576962916925624
guess,0.009370816599732263,0.007043712450797597
hour,0.006693440428380187,0.009529728609902631
person,0.004016064257028112,0.012015744769007665
reach,0.006693440428380187,0.009322560596643879
check,0.00535475234270415,0.010565568676196395
soon,0.004016064257028112,0.011394240729231406
readi,0.008032128514056224,0.00725088046405635
detail,0.0107095046854083,0.00435052827843381
month,0.008032128514056224,0.006836544437538844
money,0.004016064257028112,0.010772736689455149
mani,0.004016064257028112,0.010565568676196395
done,0.00535475234270415,0.009115392583385125
book,0.008032128514056224,0.006422208411021338
v,0.006693440428380187,0.0074580484773151025
answer,0.009370816599732263,0.004764864304951316
around,0.002677376171352075,0.011394240729231406
peopl,0.004016064257028112,0.009736896623161384
lot,0.002677376171352075,0.010772736689455149
hello,0.00535475234270415,0.007872384503832609
luv,0.006693440428380187,0.006215040397762586
age,0.0107095046854083,0.0020716801325875284
plu,0.009370816599732263,0.0033146882121400456
frnd,0.008032128514056224,0.0045576962916925624
lucki,0.0107095046854083,0.0018645121193287756
heart,0.004016064257028112,0.008493888543608866
yet,0.002677376171352075,0.009736896623161384
noth,0.00535475234270415,0.007043712450797597
dog,0.0107095046854083,0.00145017609281127
mind,0.004016064257028112,0.008079552517091361
tv,0.006693440428380187,0.004972032318210068
store,0.0107095046854083,0.0008286720530350114
ya,0.0013386880856760374,0.01015123264967889
must,0.006693440428380187,0.0045576962916925624
post,0.006693440428380187,0.0045576962916925624
download,0.009370816599732263,0.0018645121193287756
visit,0.009370816599732263,0.0018645121193287756
log,0.009370816599732263,0.0018645121193287756
saturday,0.009370816599732263,0.0018645121193287756
mayb,0.002677376171352075,0.008493888543608866
bill,0.009370816599732263,0.0016573441060700228
stay,0.004016064257028112,0.006836544437538844
bt,0.006693440428380187,0.004143360265175057
within,0.009370816599732263,0.001243008079552517
remov,0.009370816599732263,0.001243008079552517
thought,0.0013386880856760374,0.009115392583385125
man,0.0013386880856760374,0.009115392583385125
etc,0.009370816599732263,0.0010358400662937642
activ,0.009370816599732263,0.0010358400662937642
area,0.009370816599732263,0.0010358400662937642
extra,0.009370816599732263,0.0010358400662937642
bore,0.00535475234270415,0.004972032318210068
ill,0.0013386880856760374,0.008908224570126373
class,0.0013386880856760374,0.008908224570126373
ring,0.006693440428380187,0.0035218562253987984
pass,0.008032128514056224,0.0020716801325875284
stuff,0.0013386880856760374,0.00870105655686762
never,0.0013386880856760374,0.00870105655686762
hear,0.004016064257028112,0.0060078723845038325
fantast,0.009370816599732263,0.0006215040397762585
world,0.002677376171352075,0.00725088046405635
anoth,0.002677376171352075,0.00725088046405635
close,0.00535475234270415,0.0045576962916925624
set,0.00535475234270415,0.0045576962916925624
fone,0.008032128514056224,0.0018645121193287756
wid,0.006693440428380187,0.003107520198881293
flight,0.009370816599732263,0.0004143360265175057
big,0.002677376171352075,0.007043712450797597
away,0.00535475234270415,0.00435052827843381
cool,0.0013386880856760374,0.008286720530350114
better,0.0013386880856760374,0.008286720530350114
ever,0.004016064257028112,0.005593536357986327
eve,0.006693440428380187,0.00290035218562254
dvd,0.009370816599732263,0.00020716801325875285
pay,0.002677376171352075,0.006836544437538844
littl,0.004016064257028112,0.0053863683447275745
break,0.006693440428380187,0.0026931841723637872
singl,0.008032128514056224,0.001243008079552517
drive,0.0013386880856760374,0.007872384503832609
god,0.0013386880856760374,0.007872384503832609
town,0.004016064257028112,0.005179200331468821
bring,0.002677376171352075,0.006422208411021338
trip,0.00535475234270415,0.0037290242386575512
link,0.008032128514056224,0.0010358400662937642
regist,0.008032128514056224,0.0010358400662937642
room,0.0013386880856760374,0.007665216490573856
sir,0.0013386880856760374,0.007665216490573856
dream,0.004016064257028112,0.004972032318210068
surpris,0.006693440428380187,0.0022788481458462812
babi,0.002677376171352075,0.006215040397762586
address,0.00535475234270415,0.0035218562253987984
quot,0.008032128514056224,0.0008286720530350114
record,0.008032128514056224,0.0008286720530350114
asap,0.008032128514056224,0.0008286720530350114
true,0.004016064257028112,0.004764864304951316
cum,0.006693440428380187,0.0020716801325875284
gay,0.008032128514056224,0.0006215040397762585
arriv,0.008032128514056224,0.0006215040397762585
hous,0.0013386880856760374,0.00725088046405635
comput,0.006693440428380187,0.0018645121193287756
di,0.002677376171352075,0.00580070437124508
goto,0.008032128514056224,0.0004143360265175057
access,0.008032128514056224,0.0004143360265175057
pc,0.008032128514056224,0.0004143360265175057
put,0.0013386880856760374,0.007043712450797597
shit,0.0013386880856760374,0.007043712450797597
yesterday,0.004016064257028112,0.00435052827843381
enough,0.002677376171352075,0.005593536357986327
boy,0.002677376171352075,0.005593536357986327
sat,0.002677376171352075,0.005593536357986327
card,0.00535475234270415,0.00290035218562254
announc,0.008032128514056224,0.00020716801325875285
summer,0.008032128514056224,0.00020716801325875285
wo,0.004016064257028112,0.004143360265175057
forward,0.00535475234270415,0.0026931841723637872
yo,0.0013386880856760374,0.006629376424280091
two,0.0013386880856760374,0.006629376424280091
g,0.004016064257028112,0.0039361922519163045
loan,0.006693440428380187,0.001243008079552517
an,0.006693440428380187,0.001243008079552517
luck,0.006693440428380187,0.001243008079552517
rpli,0.006693440428380187,0.001243008079552517
cancel,0.006693440428380187,0.001243008079552517
sinc,0.002677376171352075,0.005179200331468821
movi,0.002677376171352075,0.005179200331468821
hit,0.00535475234270415,0.002486016159105034
till,0.004016064257028112,0.0037290242386575512
recent,0.006693440428380187,0.0010358400662937642
immedi,0.006693440428380187,0.0010358400662937642
xx,0.00535475234270415,0.0022788481458462812
chang,0.0013386880856760374,0.006215040397762586
offic,0.0013386880856760374,0.006215040397762586
bad,0.0013386880856760374,0.006215040397762586
left,0.0013386880856760374,0.006215040397762586
cup,0.006693440428380187,0.0008286720530350114
drink,0.002677376171352075,0.004764864304951316
correct,0.00535475234270415,0.0020716801325875284
ad,0.00535475234270415,0.0020716801325875284
crazi,0.00535475234270415,0.0020716801325875284
run,0.0013386880856760374,0.0060078723845038325
offici,0.006693440428380187,0.0006215040397762585
drop,0.002677376171352075,0.0045576962916925624
film,0.00535475234270415,0.0018645121193287756
birthday,0.0013386880856760374,0.00580070437124508
made,0.0013386880856760374,0.00580070437124508
compani,0.004016064257028112,0.003107520198881293
locat,0.006693440428380187,0.0004143360265175057
